CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Total Charges2,Total Charges Clean,Tenure Years,newly onboard,Monthly Charges Avg,Latest Monthly Charges (%)
9725-SCPZG,1,United States,California,South Lake Tahoe,96150,"38.911577, -120.106169",38.911577,-120.106169,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,1,80,5086,Price too high,90.85,90.85,0,1,30.28333333333333,200.0
5884-GCYMI,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction,69.4,69.4,0,1,23.133333333333336,200.0
3217-FZDMN,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,1,83,3676,Service dissatisfaction,742.95,742.95,0,0,247.65,-61.86149808197052
7853-GVUDZ,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,1,70,4277,Lack of self-service on Website,20.15,20.15,0,1,6.716666666666666,200.0
7480-QNVZJ,1,United States,California,Los Angeles,90005,"34.059281, -118.30742",34.059281,-118.30742,Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,1,73,4287,Network reliability,4816.7,4816.7,4,0,1605.5666666666666,-94.03948761600266
3943-KDREE,1,United States,California,Los Angeles,90010,"34.062125, -118.315709",34.062125,-118.315709,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,76,2934,Don't know,1834.95,1834.95,2,0,611.65,-87.74626011607945
9239-ZBZZV,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,80,2240,Competitor had better devices,305.1,305.1,0,0,101.7,-52.85152409046214
4398-HSCJH,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,1,70,3155,Competitor offered higher download speeds,155.65,155.65,0,1,51.88333333333333,22.582717635721174
4430-UZIPO,1,United States,California,Los Angeles,90020,"34.066367, -118.309868",34.066367,-118.309868,Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,1,91,5825,Competitor offered more data,108.7,108.7,0,1,36.233333333333334,1.7019319227230922
4855-SNKMY,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,1,70,5955,Competitor made better offer,44.1,44.1,0,1,14.700000000000001,199.99999999999997
8008-HAWED,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,1,82,4883,Competitor had better devices,712.75,712.75,1,0,237.58333333333334,-78.63907400911961
7124-UGSUR,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405,Yes,1,84,4412,Competitor had better devices,6405,6405.0,5,0,2135.0,-95.11007025761124
1862-SKORY,1,United States,California,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824,Female,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,1,99,2296,Competitor offered higher download speeds,1637.4,1637.4,3,0,545.8000000000001,-92.79956027849029
1502-XFCVR,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,82,5902,Competitor offered higher download speeds,6145.85,6145.85,4,0,2048.616666666667,-94.80381070153031
9692-TUSXH,1,United States,California,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,97,5581,Competitor offered higher download speeds,1740.7,1740.7,1,0,580.2333333333333,-83.44631470098237
7912-SYRQT,1,United States,California,Los Angeles,90042,"34.11572, -118.192754",34.11572,-118.192754,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,1,96,5514,Competitor offered more data,552.95,552.95,0,0,184.3166666666667,-59.25490550682703
4816-JBHOV,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,1,98,4618,Competitor offered more data,93.7,93.7,0,1,31.233333333333334,43.116328708644616
8292-TYSPY,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,Male,No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,1,73,4539,Competitor offered more data,1046.5,1046.5,1,0,348.8333333333333,-84.23315814620163
1867-BDVFH,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,80,5075,Competitor made better offer,834.2,834.2,0,0,278.06666666666666,-73.26180771997123
2359-QWQUL,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,Female,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,1,68,2371,Competitor made better offer,4134.85,4134.85,3,0,1378.2833333333335,-92.40359384258196
9103-TCIHJ,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,1,73,4519,Price too high,899.8,899.8,1,0,299.93333333333334,-81.4292064903312
4140-WJAWW,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,1,99,3799,Product dissatisfaction,108.05,108.05,0,0,36.016666666666666,-44.88662656177695
6653-CBBOM,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,88,5963,Service dissatisfaction,70.3,70.3,0,1,23.433333333333334,199.99999999999997
3247-ZVOUO,1,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,81,3336,Lack of self-service on Website,851.75,851.75,0,0,283.9166666666667,-69.86791899031405
6101-IMRMM,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,Male,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,1,100,3469,Network reliability,575.45,575.45,0,0,191.8166666666667,-50.73420801112174
1268-ASBGA,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,1,66,5769,Limited range of services,1375.15,1375.15,1,0,458.3833333333334,-81.38021306766535
8943-URTMR,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,100,5082,Lack of affordable download/upload speed,152.7,152.7,0,1,50.9,56.483300589390986
4713-LZDRV,1,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,94,4322,Long distance charges,195.05,195.05,0,1,65.01666666666667,22.430146116380406
4325-NFSKC,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660,Yes,1,87,2373,Extra data charges,1660,1660.0,1,0,553.3333333333334,-83.62650602409639
2955-PSXOE,1,United States,California,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,98,3061,Price too high,20.2,20.2,0,1,6.733333333333333,199.99999999999997
7762-URZQH,1,United States,California,Venice,90291,"33.991782, -118.479229",33.991782,-118.479229,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,1,83,5602,Product dissatisfaction,6981.35,6981.35,5,0,2327.116666666667,-95.44285847293145
6907-NZZIJ,1,United States,California,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,1,75,4188,Service dissatisfaction,3615.6,3615.6,3,0,1205.2,-91.77314968469963
2911-UREFD,1,United States,California,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,Female,No,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,1,67,5632,Lack of self-service on Website,2184.35,2184.35,3,0,728.1166666666667,-92.32265891455124
3744-ZRRDZ,1,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,1,90,2902,Network reliability,1852.85,1852.85,1,0,617.6166666666667,-86.6664867636344
5673-TIYIB,1,United States,California,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,1,86,3620,Don't know,77.15,77.15,0,1,25.71666666666667,57.09656513285805
1602-IJQQE,1,United States,California,Whittier,90602,"33.972119, -118.020188",33.972119,-118.020188,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,1,92,2220,Attitude of service provider,338.1,338.1,0,0,112.7,-33.14108251996451
4628-WQCQQ,1,United States,California,Whittier,90603,"33.945318, -117.992066",33.945318,-117.992066,Male,No,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,1,81,5928,Attitude of support person,3030.6,3030.6,2,0,1010.1999999999999,-91.57097604434766
1644-IRKSF,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,Female,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,1,76,5080,Attitude of support person,3124.5,3124.5,2,0,1041.5,-90.99375900144022
3705-PSNGL,1,United States,California,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,1,87,5398,Attitude of support person,930.45,930.45,3,0,310.15000000000003,-93.42253748186363
6502-HCJTI,1,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,1,75,3591,Attitude of service provider,673.1,673.1,0,0,224.36666666666667,-57.792304263853815
2606-RMDHZ,1,United States,California,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,1,93,4667,Attitude of service provider,208.7,208.7,0,0,69.56666666666666,-56.15716339242932
8258-GSTJK,1,United States,California,San Pedro,90732,"33.744119, -118.31448",33.744119,-118.31448,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,1,96,3128,Attitude of service provider,237.75,237.75,0,1,79.25,-2.8391167192429023
6861-OKBCE,1,United States,California,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128,Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,1,95,4500,Attitude of support person,221.35,221.35,0,0,73.78333333333333,-72.75807544612604
9940-RHLFB,1,United States,California,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,1,66,2176,Competitor made better offer,75.3,75.3,0,1,25.099999999999998,200.00000000000003
2995-UPRYS,1,United States,California,Long Beach,90802,"33.752524, -118.210737",33.752524,-118.210737,Female,Yes,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,1,69,5098,Moved,4062.2,4062.2,3,0,1354.0666666666666,-92.67392053567032
6686-YPGHK,1,United States,California,Long Beach,90808,"33.823943, -118.111335",33.823943,-118.111335,Male,Yes,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,1,68,3645,Moved,4042.3,4042.3,3,0,1347.4333333333334,-93.65460257774039
1383-EZRWL,1,United States,California,Long Beach,90810,"33.819814, -118.222416",33.819814,-118.222416,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,1,89,5595,Moved,164.85,164.85,0,0,54.949999999999996,-63.51228389444949
4759-TRPLW,1,United States,California,Long Beach,90822,"33.778436, -118.118648",33.778436,-118.118648,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,1,70,4238,Competitor had better devices,70.4,70.4,0,1,23.46666666666667,200.0
8563-IIOXK,1,United States,California,Duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,Male,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,1,75,5651,Competitor offered higher download speeds,331.3,331.3,0,0,110.43333333333334,-54.95019619680048
8020-BWHYL,1,United States,California,Montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,Female,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,1,99,4526,Competitor offered more data,1147.45,1147.45,1,0,382.48333333333335,-80.31286766307899
2982-VPSGI,1,United States,California,South Pasadena,91030,"34.110444, -118.156957",34.110444,-118.156957,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,1,67,2120,Competitor made better offer,1078.9,1078.9,0,0,359.6333333333334,-73.86226712392252
8199-ZLLSA,1,United States,California,Tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,1,91,6255,Competitor had better devices,7804.15,7804.15,5,0,2601.383333333333,-95.45049749171916
4625-EWPTF,1,United States,California,Pasadena,91104,"34.165383, -118.123752",34.165383,-118.123752,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,1,94,4549,Competitor had better devices,226.45,226.45,0,0,75.48333333333333,-59.65996908809891
5980-NOPLP,1,United States,California,Pasadena,91105,"34.13946, -118.166649",34.13946,-118.166649,Female,No,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,1,87,5606,Competitor offered higher download speeds,4364.1,4364.1,3,0,1454.7,-93.39382690589125
6892-XPFPU,1,United States,California,Pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,1,80,2104,Competitor offered higher download speeds,2433.9,2433.9,2,0,811.3000000000001,-87.15025268088253
8010-EZLOU,1,United States,California,San Marino,91108,"34.122671, -118.112911",34.122671,-118.112911,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,1,76,4958,Competitor offered higher download speeds,1217.25,1217.25,1,0,405.75,-80.23413431916205
9874-QLCLH,1,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,1,79,2365,Competitor offered more data,1743.5,1743.5,1,0,581.1666666666666,-82.0705477487812
8062-YBDOE,1,United States,California,Canyon Country,91351,"34.422519, -118.420717",34.422519,-118.420717,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,78,5844,Don't know,69.65,69.65,0,1,23.21666666666667,200.0
6000-APYLU,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43987,-118.644609,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes,1,90,3890,Competitor offered more data,713.1,713.1,0,0,237.70000000000002,-66.00757257046699
0947-IDHRQ,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes,1,75,3949,Competitor made better offer,526.7,526.7,0,0,175.5666666666667,-54.26238845642682
3672-YITQD,1,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,1,79,2987,Competitor made better offer,3021.6,3021.6,3,0,1007.1999999999999,-91.65011914217632
9048-JVYVF,1,United States,California,Panorama City,91402,"34.223768, -118.445461",34.223768,-118.445461,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,1,98,3520,Price too high,191.35,191.35,0,1,63.78333333333333,8.72746276456754
8988-ECPJR,1,United States,California,Van Nuys,91411,"34.17847, -118.459472",34.17847,-118.459472,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,1,66,3980,Product dissatisfaction,2718.3,2718.3,2,0,906.1,-91.2150976713387
3776-EKTKM,1,United States,California,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,1,96,5303,Service dissatisfaction,36.45,36.45,0,1,12.15,200.00000000000003
1902-XBTFB,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,1,99,5438,Lack of self-service on Website,2001.5,2001.5,1,0,667.1666666666666,-86.6000499625281
0643-OKLRP,1,United States,California,Azusa,91702,"34.174493, -117.87068",34.174493,-117.87068,Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes,1,95,5915,Network reliability,3825.85,3825.85,3,0,1275.2833333333333,-93.69943934027734
9381-NDKME,1,United States,California,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,1,85,3843,Limited range of services,933.3,933.3,2,0,311.09999999999997,-86.93346190935391
2794-XIMMO,1,United States,California,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,Male,No,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,1,98,5650,Lack of affordable download/upload speed,3184.25,3184.25,4,0,1061.4166666666667,-94.3047813456858
8382-SHQEH,1,United States,California,Rancho Cucamonga,91739,"34.133809, -117.523724",34.133809,-117.523724,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,1,85,2656,Long distance charges,764.95,764.95,0,0,254.98333333333335,-66.7037061245833
2983-ZANRP,1,United States,California,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,1,97,5799,Extra data charges,145.4,145.4,0,1,48.46666666666667,51.753782668500676
7845-URHJN,1,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",33.998471,-117.973758,Female,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,1,98,4785,Price too high,156.25,156.25,0,0,52.083333333333336,-61.31200000000001
3034-ZBEQN,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,Female,No,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,1,90,5995,Product dissatisfaction,1604.5,1604.5,4,0,534.8333333333334,-93.51199750701153
8327-LZKAS,1,United States,California,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,1,93,4423,Service dissatisfaction,4533.9,4533.9,3,0,1511.3,-92.88361013696817
1075-BGWOH,1,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,1,87,3392,Lack of self-service on Website,1587.55,1587.55,1,0,529.1833333333333,-81.3391704198293
0302-JOIVN,1,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,1,76,2750,Network reliability,842.9,842.9,0,0,280.96666666666664,-63.999288171787875
5366-IJEQJ,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,1,86,4115,Don't know,1761.45,1761.45,1,0,587.15,-84.89312782082943
1981-INRFU,1,United States,California,Boulevard,91905,"32.677097, -116.304991",32.677097,-116.304991,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,1,98,5172,Don't know,164.5,164.5,0,1,54.833333333333336,45.440729483282674
4971-PUYQO,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,1,89,4464,Don't know,2724.6,2724.6,2,0,908.1999999999999,-89.58929751156134
8485-GJCDN,1,United States,California,Chula Vista,91914,"32.688506, -116.938632",32.688506,-116.938632,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,1,74,3368,Poor expertise of online support,318.5,318.5,0,0,106.16666666666667,-34.96075353218211
1527-SXDPN,1,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,1,97,4751,Poor expertise of phone support,4990.25,4990.25,4,0,1663.4166666666667,-94.21371674765794
6029-WTIPC,1,United States,California,Jacumba,91934,"32.649787, -116.2237",32.649787,-116.2237,Male,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,1,87,4424,Competitor had better devices,3744.05,3744.05,3,0,1248.0166666666667,-91.89914664601167
8634-CILSZ,1,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,1,71,6350,Competitor offered higher download speeds,7220.35,7220.35,5,0,2406.7833333333333,-95.64979537003055
6682-QJDGB,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,Male,No,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,1,65,2810,Competitor offered more data,2139.2,2139.2,3,0,713.0666666666666,-92.25177636499626
